Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
253,3,0.5,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",ran published leuser watch last leuser lowlands field investigation exposes big brands buying illegal singkil bengkung peatlands two gar supplier mills namely global sawit semesta gss samudera sawit nabati ssn processing fruit illegal plantation developed peatlands inside leuser ecosystem national protected rawa singkil wildlife reserve,False,2,0,1,0,1,0,0,0.05,0.28,0.11,0.5,0.02,0.03
358,3,0.73,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deforestation gerbang benua raya linked supplier abdi budi mulia abm,False,1,0,0,0,1,0,0,0.02,0.14,0.07,0.73,0.01,0.03
214,3,0.67,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",greenpeace final countdown allegations deforestation graha agro nusantara agriprima cipta persada agrinusa persada mulia number mighty earth rapid response reports deforestation allegations involving gama kpn,False,1,0,0,0,1,0,0,0.01,0.26,0.03,0.67,0.01,0.01
62,4,0.99,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",50 workers unjustifiably dismissed,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.99,0.0
308,2,0.6,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,0,1,0,0,0,0.07,0.03,0.6,0.1,0.02,0.18
143,2,0.52,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",member replaced many products promoting free products initiated aggressive campaigns aimed denigrating general mainly environmental perspective blaming deforestation threateningendangered species fuelling negative perception use among consumers referring general way making distinction betweensustainable promoted non sustainable failure promote use sustainable makes fall back solution failure acknowledge benefits sustainable environmentalperspective finally willing resolve matter despite direct contacts madeby ferrero complaint made ground systeme u undermining objectives enshrined vision mission breaching code conduct,False,1,0,0,1,0,0,0,0.13,0.03,0.52,0.06,0.02,0.24
333,2,0.42,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",letter received milieudefensie sdi alleging gvl accompanied police used violence raided site processing claimed fruits stolen gvl plantation,False,2,0,0,1,0,0,1,0.07,0.04,0.42,0.12,0.02,0.32
172,0,0.91,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",grievances related land agreements smallholder schemes reduction environmental values social conflicts pts amnl bnm cng kgp,False,1,1,0,0,0,0,0,0.91,0.01,0.05,0.01,0.02,0.01
119,0,0.6,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",eias video water collaboration colombian la comisin intereclesial de justicia paz justicia paz poligrow ltda taken land indigenous people mapiripan withoutfree prior informed consent restricting movement access sacred sites concerns environmental impact poligrow expansionon local landscape complaint land planted poligrow obtained intimidation proper consent indigenous owners allegations using para military forces intimidate local people activists development occupation lands mapiripan poligrow activities negative impact natural enviroment leads degradation deforestation following standards appeared breached criteria 2 2 right use land demonstrated legitimately contested local people demonstrate legal customary user rights criteria 4 4 practices maintain quality availability surface ground water criteria 5 2 status rare threatened endagered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced criteria 6 13 growers millers respect human rights principle 7 responsible development new plantings,False,1,1,0,0,0,0,0,0.6,0.02,0.26,0.05,0.03,0.04
40,2,0.76,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",domestic wastewater treatment plant oleochemical equalization pool built concrete sludge oleochemical wastewater treatment plant never transported designated waste processing agency dispose liquid waste permit inconsistency volume hazardous waste transported designated waste processing agency sparring equipment yet installed wastewater treatment plant certified wastewater treatment operational responsible water pollution control officer onsite processing fresh fruit bunches non certified plantations,False,1,0,0,1,0,0,0,0.11,0.02,0.76,0.05,0.01,0.03
296,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",rapid respose 33 migthy earth january 2016 december 2018 60 hectares tree cover loss within martabe mine area agincourt resources tbk january december 41 hectares tree cover loss within martabe mine area agincourt resources tbk ar managed united tractor astra international,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
10,0,0.9,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",infringed private property firebreak destroyed part forest plot land situation affected place complainants cattle located comply conciliation agreement signed parties,False,1,1,0,0,0,0,0,0.9,0.01,0.05,0.01,0.02,0.01
93,2,0.49,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",one aceites mills purchasing ffb operation run mrs alva yiseth villamizar navas maria la baja area since may 2016 alva navas collecting ffb growers accepted offer paying market price invoices offered harvest fruit made several trucks available transport ffb field collection site buys fruits anyone regardless ownership due people started stealing fruit area purchases fruit regardless origin collecting fruit type sanitary control staff hired outside rules laid ministry labor vehicles collect fruit night time restrictions apply mobility imposed city hall ffb transferred mills located department magdalena belonging aceites palma aceite,False,2,0,0,1,0,0,1,0.07,0.05,0.49,0.14,0.02,0.23
30,0,0.61,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",1 complainants conducted land expansion 167 hectares imbo putui customary forest 2 complainants respondents used operational truck passing customary forest disturbing noise dust pollution disturbing growth trees along road cutting animal paths bear deer pangolin snake monitor lizard monkey cutting water paths 3 complainants action planting riverbank even middle river changed waterway planted former river stockpiled 4 complainants taking responsibility social economic ecological damage occurred imbo putui customary forest petapahan village 5 complainants changed natural shape rivers made straight 6 complainants destroying downstream river ecosystem imbo putui customary forest fertilizers pesticides and7 complainants claimed imbo putui customary forest conservation area hcv,False,1,1,0,0,0,0,0,0.61,0.02,0.25,0.04,0.03,0.04
71,4,0.91,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",minimum wage wage withholding deduction occupational hazard unsafe working conditions exposure chemicals,False,1,0,0,0,0,1,0,0.04,0.01,0.02,0.01,0.91,0.01
182,3,0.61,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation including arrtu energie resources eagle high plantation rajawali ehp supplier gar nov greenpeace aer burning house dec mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13,False,1,0,0,0,1,0,0,0.04,0.08,0.21,0.61,0.01,0.05
203,1,0.56,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",peatland violations clearance tunas baru lampung tbl,False,1,0,1,0,0,0,0,0.04,0.56,0.07,0.29,0.02,0.03
14,0,0.59,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",yet fulfill commitment allocate plasma land,False,1,1,0,0,0,0,0,0.59,0.02,0.13,0.04,0.12,0.09
17,4,0.99,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",allegations raised complaint follows respond unions requests hearing bipartite meeting matter pertaining freedom association interrogated members f lomenik hereinafter referred union intimidated workers resigning union restricted union conducting activity issuing letter prohibiting union distributing groceries members conjunction may day transferred unions chairman secretary different transfers accordance applicable laws regulations asserted deliberate act obstruct unions activity,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.99,0.0
149,0,0.86,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",summary dispute involves overlapping claims land affected local communities living desa biru maju central kalimantan case filed sawit watch walhi social ngo provides advice affected villagers,False,1,1,0,0,0,0,0,0.86,0.01,0.05,0.02,0.04,0.02
212,3,1.0,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa raw materials least one entering gar supply chain greenpeace final countdown 9 18,False,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
84,0,0.81,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegation commenced planting activities proper consent local asam besar west kalimantan,False,1,1,0,0,0,0,0,0.81,0.01,0.12,0.02,0.02,0.02
97,0,0.76,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",brought forward issue fraudulent land title claimed land fraudulently sold cousin agro muara rupit subsidiary sipef,False,1,1,0,0,0,0,0,0.76,0.02,0.09,0.03,0.07,0.03
367,4,0.67,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",involvement labour right issues hamparan masawit bangun persada hmbp subsidiary best,False,1,0,0,0,0,1,0,0.19,0.02,0.06,0.03,0.67,0.03
90,4,0.96,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",paid salary director commissioner since 2010 basis allegations potential breaches p c,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.96,0.01
294,5,0.6,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",milieudefensie sdi legal case lodgedby several members butaw seeking challenge dismissal gvl employeddelaying tacticsto deny thecommunity members right heard well right fair fast trial actions gvl caused disproportionate costs tothe plaintiffs complainants looking gar major investor gvl intervenein timely manner promote protect ensure rights indigenous customary communities gvl workers,False,1,0,0,0,0,0,1,0.06,0.03,0.24,0.06,0.02,0.6
104,2,0.98,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",susantripermai kapuas maju jaya dwiewarna karyaareillegally operating plantingpalmin area productive forest three break indonesian law specifically uu 41 tahun 1999 uu 18 tahun 2013 uu 39 tahun 2014 3 obtained forest land swap area forest area release permit business permit hgu,False,1,0,0,1,0,0,0,0.01,0.0,0.98,0.0,0.0,0.0
289,4,0.75,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members two estate jaya mandiri sukses suryabumi tunggal perkasa eagle high plantation later mongabay issue,False,1,0,0,0,0,1,0,0.15,0.01,0.04,0.02,0.75,0.02
72,4,0.94,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",allegations termination employment smart tbk kebun adi pati severance payment,False,1,0,0,0,0,1,0,0.03,0.0,0.01,0.01,0.94,0.01
193,5,0.99,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo,False,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.99
263,1,0.62,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 22 indications 948 ha peat forest development sep 6 nov 13 inside damai agro sejahtera concession,False,1,0,1,0,0,0,0,0.04,0.62,0.06,0.25,0.02,0.02
321,3,0.45,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",june ran field investigators found significant fresh land clearing new roads pushed lowland rainforests putra kurnia already planted cleared lands new plantations total concession area controlled putra kurnia 5107ha reduced standing forests 437 hectares 374 hectares since beginning year satellite imagery shows forest clearance throughout april may,False,2,0,1,0,1,0,0,0.03,0.44,0.05,0.45,0.01,0.02
374,5,0.66,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",public case released september 2018,False,1,0,0,0,0,0,1,0.05,0.02,0.2,0.05,0.01,0.66
291,1,0.88,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",rapid response 32 mighty earth 267 ha deforestation agro mutiara rupit sipef mighty earth stated appears sipef proceeded development agro muara rupit hcv hcsa assessment completed mighty earth stated according hcsa website assessments completed agro muara rupit amp ii iii amp iv estates listed either peer reviewed completed peer review process hence appears sipef gone ahead new land development agro muara rupit submitting review waiting final hcv hcs areas determined,False,1,0,1,0,0,0,0,0.01,0.88,0.02,0.08,0.0,0.01
92,4,0.99,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",allegations 1 workforce bring wives children helpers gerdang help workers reach target harvester 2 impositions penalties workers matter queried worker management failed give satisfactory explanations absent machine workers broken impact payroll ii bonus deductions iii discrimination casual workers,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.99,0.0
208,3,0.69,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",gar found indication deforestation internal monitoring process flora nusa perdana part sumber tani agug sta central kalimantan,False,1,0,0,0,1,0,0,0.01,0.24,0.04,0.69,0.01,0.02
88,0,0.9,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations land clearing outside hgu operated communitys land compensation 6 505 42 ha operated appropriate permit,False,1,1,0,0,0,0,0,0.9,0.01,0.03,0.01,0.04,0.01
20,0,0.78,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations made relation modification property deeds remove areas identified government lands environmental protection zones lawsuit owners intimidate local people activities negative impact natural environment lead degradation deforestation,False,1,1,0,0,0,0,0,0.78,0.02,0.1,0.03,0.04,0.03
384,1,0.52,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",construction canal prepare deep forested peatland clearance sumatra jaya agro lestari sjal subsidiary gunas west kalimantan,False,1,0,1,0,0,0,0,0.04,0.52,0.08,0.32,0.02,0.03
177,2,0.66,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",allegations planting along banks lake marsedan kartika prima cipta kpc west kalimantan,False,1,0,0,1,0,0,0,0.17,0.03,0.66,0.08,0.02,0.04
61,0,0.85,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",major unlawful invasion forceful take local farm lands using force brutality consistently harass intimidate arrest main defenseless law abiding members charity farming local farm lands ovre abraka bid illegally acquire take local farm land cause massive destruction cavassa groundnut plants nursery stages knowledge consent client,False,1,1,0,0,0,0,0,0.85,0.01,0.06,0.02,0.04,0.02
196,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
319,1,0.88,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",jun 2021 rapid response 34 june aug april 2021 614 hectares forest logged cleared within rimbunan hijau lpf 0026 concession,False,1,0,1,0,0,0,0,0.01,0.88,0.02,0.07,0.01,0.01
233,3,0.53,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",internal monitoring found sae west kalimantan carrying peat forest clearance gar buy sae buys another subsidiary saraswanti issue highlighted online media,False,1,0,0,0,1,0,0,0.04,0.3,0.09,0.53,0.02,0.03
81,5,0.56,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",golden veroleum liberia majority owned subsidiary gar withdrawn complaints upheld cp appeal complaint directed majority owner gar publicly endorsed withdrawal gvl,False,1,0,0,0,0,0,1,0.06,0.03,0.26,0.07,0.02,0.56
373,5,0.68,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",public case released september 2018,False,1,0,0,0,0,0,1,0.05,0.02,0.18,0.05,0.01,0.68
239,1,0.95,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 14 april total forest area 33 ha cleared total area 99 ha prepared clearance arjuna utama sawit concession central kalimantan deforestation allegations two namely khatulistiwa agro abadi borneo international anugerah said linked aus rapid response 40 july 2022,False,1,0,1,0,0,0,0,0.0,0.95,0.01,0.03,0.0,0.0
248,1,0.89,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response indication deforestation bpj total 10 ha 17 jan 4 aug,False,1,0,1,0,0,0,0,0.01,0.89,0.02,0.08,0.0,0.01
145,2,0.47,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",member 1 initiated campaign aimed denigrating general well asproducts containing tag line campaign l huile depalme c est nul translated rubbish 2 fuelling negative perception france parts world 3 launched number free products brand andpromotes denigrating statements general wellas disparaging comparisons competing products containing including ferrero groups nutella 4 refers general way making distinction betweensustainable promoted non sustainable 5 fails promote use sustainable 6 hasnt willing resolve matter despite direct contacts made ferrerogroup,False,2,0,0,1,0,0,1,0.14,0.03,0.47,0.06,0.03,0.27
107,2,0.87,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",published ran oppuk ilrf titled “the human cost conflict indofood pepsico’s hidden link worker exploitation indonesia ” reveals findings field investigations worker interviews completed two plantations owned operated member indofood subsidiary london sumatra full available ran org indofood,False,1,0,0,1,0,0,0,0.03,0.01,0.87,0.05,0.01,0.03
155,0,0.78,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",new planting announcement wilmar affect communities sabung beringin sambas district west kalimantan 1 lands identified securing hcv 5 thus threatening food security communities 2 communities sufficiently informed options 3 land negotiations dealt urban land claimants exclusion work claim land synopsis new planting announcement wilmar affect communities sabung beringin sambas district west kalimantan 1 lands identified securing hcv 5 thus threatening food security communities 2 communities sufficiently informed options 3 land negotiations dealt urban land claimants exclusion work claim land remarks fpp hasassured meeting complainants bilateral discussions upon response submitted 17 august 2012,False,1,1,0,0,0,0,0,0.78,0.01,0.13,0.02,0.02,0.03
240,1,0.69,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response reports 14 15 indications deforestation csc psm concessions january may additionally gar internal monitoring detected another indication land clearing sap,False,1,0,1,0,0,0,0,0.02,0.69,0.04,0.23,0.01,0.02
259,1,0.87,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 21 indications 79 ha deforestation feb 25 sep 6,False,1,0,1,0,0,0,0,0.01,0.87,0.02,0.09,0.0,0.01
241,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth indications deforestation mml concession total area 115 ha april 17 may 27 addition 40 ha area prepared clearance mighty earth mml part bakrie,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
162,0,0.9,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",conflict land issue asiatic persada indigenous local communities response wilmar provided verification tuv rheinland september november fpp sawit watch huma conducted site visit issued international finance corporation compliance advisor ombudsman ifc cao invited provide service mediate case kick meeting ifc cao attendance parties well representative provincial government took place early dec cao team conducted preliminary visit site currently awaiting update ifc cao,False,1,1,0,0,0,0,0,0.9,0.01,0.04,0.01,0.03,0.02
168,2,0.65,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",control union certification cuc conducted incomplete assessments produced biased assessment reports failed consider aspects certification system required certification standards processing certification united plantations subsidiary sinar sawit sejati central kalimantan,False,1,0,0,1,0,0,0,0.07,0.02,0.65,0.07,0.02,0.17
140,0,0.99,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",synopsis family member employee injured commotion plantation ensuing medical condition injury rendered unable work complaint made enable enlist help securing insuring benefits injuries remarks acknowledged complaint engaged bilateral negotiations amicable solution reached assisted securing necessary insurance benefits,False,1,1,0,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0
332,2,0.98,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",ran harita failed respect rights long isun say ldquo rdquo two proposed logging operations customary lands mahakam ulu district east kalimantan indonesia according ran harita controlling shares called bumitama agri limited timber called roda mas bumitama supplier gar,False,1,0,0,1,0,0,0,0.0,0.0,0.98,0.0,0.0,0.0
22,4,0.99,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",allegations made pertaining rights workers working conditions safety concerns,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.99,0.0
31,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",supply cpo ffb unsustainable sources supplies ffb cpo kapuasindo industri subsidiary kencana non member series conflicts local violations standards,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
39,4,0.93,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",daily casual workers paid minimum wage set musi rawas district government daily casual workers protected remedy available work accidents daily casual workers equipped personal protection equipment ppe equipped working tools daily casual workers receive festive allowance accordance regulation daily casual workers hired third party get pay slip amount written payment receipt formal stamp name party rendered payment,False,1,0,0,0,0,1,0,0.04,0.01,0.01,0.01,0.93,0.01
64,4,0.95,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",salary fraud 7 laborers festive holidays bonus day laborers,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.01,0.95,0.01
209,3,0.94,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa according kap likely supplies ffb tantahan panduhup asia owned sumber tani agung stais gar ssupplier mighty earth rapid response 17 indications deforestation tantahan panduhup asi concession central kalimantan total area 70 ha 7 ha clearance preparation stacking lines mar 20 june 29,False,1,0,0,0,1,0,0,0.0,0.03,0.01,0.94,0.0,0.0
290,4,0.67,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate kutai agro lestari ct agro mongabay,False,1,0,0,0,0,1,0,0.21,0.02,0.05,0.03,0.67,0.03
55,2,0.65,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",planted trees outside hgu respondents planted trees edge river resulted damage watershed never watered road traversed ffb cpo transport trucks affected health two villages due dust mills chimney emits black smoke causes air pollution polluting river water surrounding settlement caused liquid waste mills provide proper social assistance local,False,1,0,0,1,0,0,0,0.16,0.03,0.65,0.09,0.02,0.04
27,2,0.75,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",illegally controlling kkpa primary member cooperative credit objects well violating kkpa agreement embezzling funds fraud development plantations violating agreement related sale farmers fruits disbursed distributed members illegal bailout funds,False,1,0,0,1,0,0,0,0.09,0.02,0.75,0.04,0.01,0.09
244,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 17 indications deforestation total area 4 ha concession prima sawit andalan sintang west kalimantan,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
342,3,0.79,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",eq indications deforestation inside concession rendi permata raya 2016 2022 gar source rpr deemed non compliant policy however gar sources palmaris raya mitra bumi sumber alam makmur sentosa linked rendi permata raya pr sourced ffb rpr,False,1,0,0,0,1,0,0,0.01,0.14,0.03,0.79,0.0,0.01
