Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
19,0,0.98,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",conducted land clearing outside boundaries hak guna usaha hgu land affected individuals land purpose development plantation filed police affected individuals led obtaining status suspects police force result individuals protesting respondents land clearing activities,False,1,1,0,0,0,0,0,0.98,0.0,0.01,0.0,0.0,0.0
213,3,0.98,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 2 carrying deforestation berau karetindo lestari rayatama jaya harapan rimba raya simpi indai bkl si gar suppliers mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.98,0.0,0.0
150,0,0.98,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",synopsis communities sanggau mitra austral sejahtera operating lack transparency land status partnership agreements lack compliance customary land rights absence documented compensation lack compliance local regulations acting breached principles criteria specifically principle 1 transparency principle 2 compliance applicable laws principle 6 responsible consideration employees individuals communities affected growers mills,False,1,1,0,0,0,0,0,0.98,0.0,0.01,0.0,0.0,0.0
43,4,0.98,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",non compliance labour rights laws anti union practices employees provided sufficient protection equipment,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
36,4,0.98,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",prohibits workers conduct union activities protest regards omnibus law b conducted unilateral termination ofemployment 2 two permata hijau sawit workers andc socialize regulations peraturan perusahaan workers damai nusa sekawan,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
195,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
196,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
332,2,0.98,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",ran harita failed respect rights long isun say ldquo rdquo two proposed logging operations customary lands mahakam ulu district east kalimantan indonesia according ran harita controlling shares called bumitama agri limited timber called roda mas bumitama supplier gar,False,1,0,0,1,0,0,0,0.0,0.0,0.98,0.0,0.0,0.0
138,0,0.98,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations sumber hasil prima sinar sawit andalanhas failed share communities effective plans development started land clearing works hak guna usaha communities disputing right lands concessions charging proper fpic process used child labour developing plantations remarksrspo meeting good hope 16 july 2014 discuss action plan member promised comply documents activites end august member submitted progress related documents 16 september 2014 complaint coordinator review wait response,False,1,1,0,0,0,0,0,0.98,0.0,0.01,0.0,0.0,0.0
31,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",supply cpo ffb unsustainable sources supplies ffb cpo kapuasindo industri subsidiary kencana non member series conflicts local violations standards,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
7,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",acquired ffb using restrictive competition practices affects smallholders omitted antitrust guidelines,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
79,4,0.98,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",terminated workers violation indonesian employment law,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
6,0,0.98,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",conducted land clearing planting construction concession boundary road beyond boundaries set plantation business license izin usaha perkebunan iup right cultivate land title hak guna usaha hgu,False,1,1,0,0,0,0,0,0.98,0.0,0.01,0.0,0.0,0.0
226,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
120,4,0.98,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",complaint matter public interest taken complaints panel 26of july 2015 wsj ran article syed zain al mahmood alleging felda breached labour conditions plantations allegations mainly say forced labour used workers paid minimum wages health working conditions neglected employers withheld passports,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
232,3,0.98,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 4 carrying deforestation bld plantation bhd permata putera mandiri blok licensed plant forests lpf 0039 zedtee sb agriprima cipta persada condong garut gar longer sourced however gar sourcing ja wattie manages condong garut mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan gar longer sourced condong garut however gar sourcing ja wattie manages condong garut,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.98,0.0,0.0
104,2,0.98,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",susantripermai kapuas maju jaya dwiewarna karyaareillegally operating plantingpalmin area productive forest three break indonesian law specifically uu 41 tahun 1999 uu 18 tahun 2013 uu 39 tahun 2014 3 obtained forest land swap area forest area release permit business permit hgu,False,1,0,0,1,0,0,0,0.01,0.0,0.98,0.0,0.0,0.0
23,4,0.98,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",prosecution union workers order lay weaken union infringement constitutional rights affecting right union association dismissals labour contracts fair cause,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
383,2,0.98,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",rimba harapan saksti rhs sarana titian permata stp kerry sawit indonesia ksi subsidiaries wilmar international ii andalan sukses makmur asmr bumitama gunajaya abadi bga subsidiaries bumitama agri ltd bal,False,1,0,0,1,0,0,0,0.01,0.0,0.98,0.01,0.0,0.0
234,5,0.98,"ffb, cpo, park, bukit, national, contaminated, products, eof, tiger, tesso",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.98
46,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",deforestation land clearing including high conservation value forest within respondents concession construction development road cutting across one major wildlife corridors connecting two river systems berenga tempadung rivers anddevelopment jetty includes reclamation sea floor long 590 meters,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
328,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",late sep 2022 crr published titled top ten deforesters clear 8 100 hectares concessions 1h 2022 significant increase versus 2021 sawit rokan semesta cleared 600 ha forest first half 2022 riau sumatra according crr srs owned widjaja family north sumatra family associated sewangi,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
187,3,0.97,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth published rapid response 5 comapnies committing deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk mighty earth rapid response 6 committing deforestation linked gar supply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.97,0.0,0.0
38,2,0.97,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",operating protected forest area license ministry forestry operating hgu,False,1,0,0,1,0,0,0,0.01,0.0,0.97,0.01,0.0,0.01
18,4,0.97,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",decrease number workers union due actions preventing union conducting activity wrongful dismissal termination employment bad working conditions supply work equipment tools,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.97,0.0
297,4,0.97,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",according reuters migrant rights activist andy hall told reuters petitioned cbp concerns forced labour indications ioi operations workers hall confirmed cbp responded may letter saying reviewed petition found sufficient open investigation reuters seen letter cbp hall concerns relate payment deposits workers reimbursement workers recruitment fees need ethical low cost recruitment process foreign workers hall said subsequently another organization finnwatch published ioi entitled,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.97,0.0
254,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth indications 18 ha deforestation ptpn 2 kebun prafi concession papua 15 mar 6 may,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
241,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth indications deforestation mml concession total area 115 ha april 17 may 27 addition 40 ha area prepared clearance mighty earth mml part bakrie,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
66,4,0.97,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",summary allegations follows 1 committed discriminatory acts againts labour union members including termination employment witholding bonuses workers associated labour union 2 failed provide pay slips workers 3 forced workers work holidays instances pay 4 discriminated female workers layoffs compensation took place april 2018 female workers age 35 and5 exploits female workers unilaterally increased workloads additional pay,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.97,0.0
326,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mar rapid response 25 jan 11 feb 24 total 221 ha forest cleared 397 hectares prepared clearance medcopapua hijau selaras concession mphs case continued appear series rapid response reports,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
216,3,0.96,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.02,0.01,0.96,0.0,0.0
296,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",rapid respose 33 migthy earth january 2016 december 2018 60 hectares tree cover loss within martabe mine area agincourt resources tbk january december 41 hectares tree cover loss within martabe mine area agincourt resources tbk ar managed united tractor astra international,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
271,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 26 indications 140 ha deforestation 247 ha clearance preparation tanjung buyu perkasa concession sep 15 feb 7,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
98,4,0.96,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",breaching national law labour terminating 7workers refuse extend contract,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.96,0.0
96,4,0.96,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",worked agro indomas indonesia since 1999 mid june 2002 new management agro indomas dismissed 1200 workers transferred families back jaya kalimantan manager objected move requested 2 weeks address root cause employees strike management told employment subsequently terminated 3 4 months later filed wrongful dismissal case supreme court indonesia found favour awarding payment compensation usd645 590 travel claim usd4906 60 december 2005 since goodhope failed implement court order failed numerous attempts award executed courts indonesia,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.96,0.01
244,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 17 indications deforestation total area 4 ha concession prima sawit andalan sintang west kalimantan,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
90,4,0.96,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",paid salary director commissioner since 2010 basis allegations potential breaches p c,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.96,0.01
69,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",allegedlyusing area dangku wildlife reserve sm approx 2 600 ha production forest area hp approx 3 200 ha,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
0,4,0.96,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",transferred different department purportedly punishment providing information auditors respondents audit made work extra hours wages commensurate work load,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.96,0.0
28,0,0.96,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",amongst allegations fact identified follows forced members give rights land developed plantation thepromises made fulfilled around 2015 carried replanting deep peat areas area 4 000 ha coordination sungai enau village government head farmers respond communitys dispute despite communitys request meet resolve issues raised continues source produce land involving police police sent forced ordered workers continue harvesting argument police one police officers kicked individual recording video situation absent socialisation meeting relevant stakeholder officials despite invited sungai enau village government,False,1,1,0,0,0,0,0,0.96,0.0,0.01,0.0,0.01,0.0
164,0,0.95,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",taken possession native customary land consent owners therefore trespassing said lands wants return land acknowledged complaint indicated ready engage complainants bilateral negotiations response received despite many efforts contact enter dialogue ijm final email sent 11 jan 2012 seek response documentary evidence avail case closed 13 4 2012 due lack evidence response complainants,False,1,1,0,0,0,0,0,0.95,0.0,0.02,0.01,0.01,0.01
45,4,0.95,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",unauthorised regulation flat rate overtime premium copy collective bargaining agreement furnished workers workers working night shift provided extra food inadequate unsanitary worker’s housing daily casual workers provided written employment agreement daily casual workers provided employment security bpjs ketenagakerjaan card complicated healthcare insurance bpjs kesehatan paid sick day processes unfair dismissal termination unjustified reason participating union activities limitation worker’s right organize outside established independent non affiliated trade union,False,1,0,0,0,0,1,0,0.03,0.0,0.01,0.01,0.95,0.01
239,1,0.95,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 14 april total forest area 33 ha cleared total area 99 ha prepared clearance arjuna utama sawit concession central kalimantan deforestation allegations two namely khatulistiwa agro abadi borneo international anugerah said linked aus rapid response 40 july 2022,False,1,0,1,0,0,0,0,0.0,0.95,0.01,0.03,0.0,0.0
238,1,0.95,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 14 jan 9 feb total area 62 ha forest cleared prakarsa tani sejati pts concession west kalimantan,False,1,0,1,0,0,0,0,0.0,0.95,0.01,0.03,0.0,0.0
21,4,0.95,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",pertaining labour related issues wages optimal health services safety bpjs registered unilateral termination rights workers honoured intimidation expanded job scopes workers harvesters workers working 5 years converted permanent workers instead working days reduced transparent determining lembaga kerjasama lks bipartite amount ffb delivered factory mill,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.01,0.95,0.01
64,4,0.95,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",salary fraud 7 laborers festive holidays bonus day laborers,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.01,0.95,0.01
285,3,0.95,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",since 2016 rainforest action network ran series deforestation allegations tualang raya estate aceh timur gar source tr,False,1,0,0,0,1,0,0,0.01,0.02,0.02,0.95,0.0,0.01
209,3,0.94,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa according kap likely supplies ffb tantahan panduhup asia owned sumber tani agung stais gar ssupplier mighty earth rapid response 17 indications deforestation tantahan panduhup asi concession central kalimantan total area 70 ha 7 ha clearance preparation stacking lines mar 20 june 29,False,1,0,0,0,1,0,0,0.0,0.03,0.01,0.94,0.0,0.0
169,0,0.94,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",desa pergulaan disputing legitimacy land acquisition lonsum desa pergulaan failed comply national laws indonesia carrying land acquisition therefore fpic process flawed questioning validity hgu extension granted government acknowledged complaint engaged bilateral negotiations complainants since early 2013 view addressing outstanding issues 23 july 2013 parties informed principle reached agreement settle dispute bilateral talks start 2014 elections endorsed,False,1,1,0,0,0,0,0,0.94,0.0,0.02,0.01,0.02,0.01
72,4,0.94,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",allegations termination employment smart tbk kebun adi pati severance payment,False,1,0,0,0,0,1,0,0.03,0.0,0.01,0.01,0.94,0.01
29,1,0.94,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mados holdings sdn bhd conducted land clearing prior hcv assessment approved assessor provides following information according gis data published global forest watch 291 ha identified tree cover loss within 6 madoss holdings sdn bhd estates 2016 2017 prior ratification p c 2018 according gis data published global forest watch 230 ha identified tree cover loss within 6 madoss holding sdn bhd estates 2018 ratification p c 2018,False,1,0,1,0,0,0,0,0.0,0.94,0.01,0.04,0.0,0.0
5,4,0.94,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",1 informed prior termination expectation wages entitled would included final payment compensation calculation agreed 2 final payment compensation phrased written mutual agreement dated october 2023 paid accordance wages paid employment,False,1,0,0,0,0,1,0,0.03,0.01,0.01,0.01,0.94,0.01
65,4,0.94,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",temporary workers contract issues wages overwork,False,1,0,0,0,0,1,0,0.03,0.0,0.01,0.01,0.94,0.01
251,1,0.94,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response indication total 8 ha cleared inside derawan sou 33 concession feb aug 23,False,1,0,1,0,0,0,0,0.01,0.94,0.01,0.04,0.0,0.0
87,0,0.93,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegation claims pn vi bought illegal ffb communities informed communities planted plantations concession area sold ffb members pn vi provided evidence allegations,False,1,1,0,0,0,0,0,0.93,0.0,0.03,0.01,0.02,0.01
33,4,0.93,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",embezzlement severance payment two retired workers head administration,False,1,0,0,0,0,1,0,0.03,0.01,0.01,0.01,0.93,0.01
39,4,0.93,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",daily casual workers paid minimum wage set musi rawas district government daily casual workers protected remedy available work accidents daily casual workers equipped personal protection equipment ppe equipped working tools daily casual workers receive festive allowance accordance regulation daily casual workers hired third party get pay slip amount written payment receipt formal stamp name party rendered payment,False,1,0,0,0,0,1,0,0.04,0.01,0.01,0.01,0.93,0.01
277,4,0.93,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",9 june ran number allegations kallista alam including,False,1,0,0,0,0,1,0,0.04,0.0,0.01,0.01,0.93,0.01
286,3,0.93,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",sustainability risk analysis agency chain reaction research mongabay claim capitol responsible deforestation papua controlled widjaja family specifically jimmy widjaja chain reaction research notes however official documentation relationship capitol gar exists gar publicly list capitol one subsidiaries,False,1,0,0,0,1,0,0,0.01,0.04,0.02,0.93,0.0,0.01
174,3,0.93,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",2017 ran massive deforestation plantation agra bumi niaga abn despite moratorium aceh governor june 2016 clearing forests inside leuser ecosystem field investigations carried ran investigators found time forest clearance fruit transported abn plantation nearby crude mill owned koperasi prima jasa kpj according ran satellite images april 22nd 2017 show abn continued destroy critically important lowland forests sell crude processing mill owned ensem sawita kpj gar supply chain however es gar supplier,False,1,0,0,0,1,0,0,0.01,0.03,0.02,0.93,0.0,0.01
293,1,0.93,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",30 aug mighty earth rapid response 30 thatbetween february 11 may 20 total 101 hectares forest cleared pkpp plantation sdn bhd concession october 26 2027 october total 78 hectares forest cleared ypj plantations sdn bhd ladang ssi sg ara concession rapid response 31 published november mighty earth continued deforestations indications involving pknp,False,1,0,1,0,0,0,0,0.01,0.93,0.01,0.04,0.0,0.0
48,4,0.93,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",termination employment severance related compensation written employment agreement daily casual workers national healthcare insurance bpjs kesehatan employee social security bpjs ketenagakerjaan daily casual workers bonus extra benefits allowance stipulated cba daily casual workers insufficient religious festive allowance daily casual workers ppe provided,False,1,0,0,0,0,1,0,0.03,0.01,0.01,0.01,0.93,0.01
58,4,0.93,"workers, labour, union, rights, employment, casual, daily, working, bpjs, termination",claims wrongfully terminated 2 july medical certificates accepted lieu absence work claims monthly salary remitted 3 consecutive months,False,1,0,0,0,0,1,0,0.04,0.01,0.01,0.01,0.93,0.01
51,0,0.92,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",following initial diagnosis process allegations accepted complaint follows 1 commenced process request water concession corpamag autonomous corporation magdalena asked technical reports facilitate aforementioned request however filed request directly corpamag sending 2 followed request technical complete 2nd step corpamag insisted sending technical directly corpamag refused due lack trust upon receiving reviewing intentionally omitted draw water canal favors neighboring crop 3 disagreements plantation boundaries complainants ex husbands plantation land dispute alerted issue receive response take action resolve land dispute even informed 4 harassed intimidated sought explanation resolution,False,1,1,0,0,0,0,0,0.92,0.0,0.04,0.01,0.01,0.01
